age,gender,education,party,income,cc_worried,cc_climate_changing,cc_causes,cc_scientists_agree,cc_emotion_hope,cc_emotion_fear,cc_increase_taxes,cc_subs_renewable,cc_spend_to_protect,cc_help_dev_countries,cc_environment_british,cc_moral_concern,country,epcc_data$education_uk,education_fr,education_no,education_ge,survey_wt,knowledge,knowledge_binary
65plus,female,degree,labour,25000plus,3,1,1,0,2,2,4,5,4,4,4,2,4,NA,NA,degree,NA,1.10344,0.3531676391989697,0
55-64,male,degree,no_party,25000plus,1,1,1,1,3,2,1,5,4,4,1,1,4,NA,NA,degree,NA,1.34615,0.9984553862772432,1
45-54,female,alevel,lib_dem,25000plus,3,1,0,0,4,3,2,5,4,4,2,2,4,NA,NA,alevel,NA,0.971428,-0.49018722391434655,0
45-54,female,degree,cons,up_to_9499,4,1,1,1,3,2,5,5,4,5,2,4,4,NA,NA,degree,NA,0.971428,0.9984553862772432,1
65plus,male,alevel,labour,25000plus,2,1,0,0,3,2,4,5,4,2,4,3,4,NA,NA,alevel,NA,0.768115,-0.49018722391434655,0
45-54,female,degree,cons,25000plus,3,1,0,0,2,2,4,5,4,4,5,4,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
45-54,male,degree,labour,25000plus,3,1,0,1,3,2,5,5,5,5,1,3,4,NA,NA,degree,NA,0.788461,0.12751998108451623,0
65plus,male,degree,cons,25000plus,3,1,0,0,2,2,4,4,2,4,4,3,4,NA,NA,degree,NA,1.4,-0.49018722391434655,0
65plus,male,no_qual,labour,17500_24999,3,1,0,0,3,2,4,5,4,4,5,4,4,NA,NA,no_qual,NA,0.768115,-0.49018722391434655,0
45-54,female,alevel,cons,25000plus,4,1,1,1,3,2,4,5,5,5,4,2,4,NA,NA,alevel,NA,0.863636,0.9984553862772432,1
55-64,male,degree,labour,25000plus,5,1,0,0,3,1,5,5,5,5,5,4,4,NA,NA,degree,NA,1.23076,-0.49018722391434655,0
25-34,male,degree,other,17500_24999,3,1,1,1,2,2,3,4,4,4,3,3,4,NA,NA,degree,NA,0.884615,0.9984553862772432,1
25-34,male,degree,cons,9500_17499,4,1,1,1,2,4,5,5,4,4,4,5,4,NA,NA,degree,NA,0.8,0.9984553862772432,1
25-34,male,alevel,no_party,25000plus,3,1,0,1,4,1,3,5,4,4,4,2,4,NA,NA,alevel,NA,0.85,0.12751998108451623,0
65plus,female,degree,cons,25000plus,4,1,0,1,4,4,5,5,5,5,5,4,4,NA,NA,degree,NA,1.01666,0.12751998108451623,0
25-34,female,degree,no_party,9500_17499,3,1,1,0,2,3,4,5,4,5,4,3,4,NA,NA,degree,NA,0.954545,0.3531676391989697,0
65plus,male,no_qual,other,9500_17499,3,1,0,0,3,2,2,2,2,5,2,3,4,NA,NA,no_qual,NA,0.768115,-0.49018722391434655,0
35-44,female,alevel,other,25000plus,4,1,0,1,2,4,5,5,5,5,2,5,4,NA,NA,alevel,NA,0.863636,0.12751998108451623,0
65plus,male,degree,cons,17500_24999,1,1,0,0,1,1,1,1,3,5,1,3,4,NA,NA,degree,NA,1.4,-0.49018722391434655,0
45-54,male,degree,no_party,25000plus,3,1,1,1,2,2,5,5,4,5,1,5,4,NA,NA,degree,NA,1.34615,0.9984553862772432,1
65plus,male,gcse,cons,9500_17499,3,0,0,0,3,1,3,5,4,2,4,3,4,NA,NA,gcse,NA,0.68421,-1.2965482561310893,0
65plus,female,no_qual,labour,17500_24999,3,1,0,0,2,2,1,4,5,5,5,3,4,NA,NA,no_qual,NA,1.01666,-0.49018722391434655,0
65plus,male,degree,cons,9500_17499,2,1,0,1,4,1,1,5,5,3,4,1,4,NA,NA,degree,NA,0.768115,0.12751998108451623,0
65plus,female,degree,cons,25000plus,3,1,0,0,3,3,5,5,5,5,4,4,4,NA,NA,degree,NA,1.10344,-0.49018722391434655,0
25-34,male,degree,other,9500_17499,4,1,1,1,2,2,4,5,4,3,2,2,4,NA,NA,degree,NA,0.884615,0.9984553862772432,1
45-54,female,degree,no_party,25000plus,4,1,0,1,4,3,4,5,5,5,3,4,4,NA,NA,degree,NA,1.25,0.12751998108451623,0
45-54,male,degree,other,25000plus,3,1,0,0,5,2,2,4,5,4,2,3,4,NA,NA,degree,NA,1.34615,-0.49018722391434655,0
65plus,female,alevel,other,25000plus,4,1,0,0,2,3,3,3,5,4,5,4,4,NA,NA,alevel,NA,1.17647,-0.49018722391434655,0
15-24,male,alevel,other,25000plus,3,1,1,1,2,2,5,5,5,3,3,4,4,NA,NA,alevel,NA,0.75,0.9984553862772432,1
65plus,female,alevel,other,17500_24999,3,1,0,1,3,1,2,5,5,5,3,3,4,NA,NA,alevel,NA,1.10344,0.12751998108451623,0
35-44,male,degree,labour,25000plus,3,1,0,1,3,1,1,4,5,4,5,2,4,NA,NA,degree,NA,1.33333,0.12751998108451623,0
55-64,male,alevel,no_party,25000plus,3,1,0,1,3,2,1,5,5,4,5,3,4,NA,NA,alevel,NA,1.34615,0.12751998108451623,0
35-44,female,alevel,no_party,17500_24999,3,1,0,0,2,2,2,4,4,4,3,3,4,NA,NA,alevel,NA,1.83333,-0.49018722391434655,0
25-34,female,alevel,labour,25000plus,3,1,0,0,1,2,5,5,2,5,4,2,4,NA,NA,alevel,NA,1.83333,-0.49018722391434655,0
65plus,male,alevel,no_party,up_to_9499,3,1,0,1,3,2,1,5,5,5,4,2,4,NA,NA,alevel,NA,0.68421,0.12751998108451623,0
55-64,male,gcse,labour,25000plus,4,1,0,0,4,1,1,5,5,5,2,4,4,NA,NA,gcse,NA,0.768115,-0.49018722391434655,0
15-24,male,alevel,no_party,9500_17499,4,1,1,1,2,4,4,5,5,5,4,4,4,NA,NA,alevel,NA,0.913043,0.9984553862772432,1
55-64,female,alevel,labour,25000plus,3,1,0,0,2,1,2,5,3,4,5,3,4,NA,NA,alevel,NA,0.971428,-0.49018722391434655,0
45-54,male,degree,cons,25000plus,3,1,1,1,7,1,4,1,5,4,3,1,4,NA,NA,degree,NA,0.958333,0.9984553862772432,1
45-54,male,alevel,no_party,25000plus,3,1,1,0,2,1,2,5,5,5,4,3,4,NA,NA,alevel,NA,1.23076,0.3531676391989697,0
65plus,female,alevel,cons,25000plus,1,1,0,0,1,1,1,1,5,4,5,1,4,NA,NA,alevel,NA,1.10344,-0.49018722391434655,0
35-44,male,degree,no_party,25000plus,3,1,0,1,2,3,4,3,5,5,3,2,4,NA,NA,degree,NA,0.788461,0.12751998108451623,0
15-24,female,alevel,labour,9500_17499,5,1,1,0,3,4,4,4,4,4,4,4,4,NA,NA,alevel,NA,0.935483,0.3531676391989697,0
15-24,male,alevel,other,25000plus,2,0,0,1,5,1,4,5,4,5,2,1,4,NA,NA,alevel,NA,0.913043,-0.6471937120438093,0
45-54,male,degree,other,17500_24999,1,1,0,0,1,1,4,1,1,1,1,1,4,NA,NA,degree,NA,0.958333,-0.49018722391434655,0
45-54,male,alevel,cons,25000plus,3,1,0,0,4,2,4,5,4,5,4,2,4,NA,NA,alevel,NA,1.34615,-0.49018722391434655,0
25-34,male,alevel,labour,25000plus,1,1,0,1,1,1,1,4,4,1,7,1,4,NA,NA,alevel,NA,0.8,0.12751998108451623,0
45-54,male,alevel,cons,25000plus,4,1,0,1,3,4,5,5,4,5,2,5,4,NA,NA,alevel,NA,0.788461,0.12751998108451623,0
65plus,male,degree,cons,9500_17499,4,1,1,0,2,4,5,2,4,1,5,4,4,NA,NA,degree,NA,0.768115,0.3531676391989697,0
45-54,female,alevel,labour,up_to_9499,3,0,0,0,3,1,3,4,4,3,3,2,4,NA,NA,alevel,NA,1.25,-1.2965482561310893,0
45-54,male,alevel,cons,25000plus,3,1,1,1,3,3,4,5,4,5,4,5,4,NA,NA,alevel,NA,1.34615,0.9984553862772432,1
65plus,female,alevel,cons,up_to_9499,2,1,0,0,3,2,4,5,2,4,5,3,4,NA,NA,alevel,NA,1.17647,-0.49018722391434655,0
35-44,female,degree,labour,9500_17499,4,1,0,1,2,4,4,5,5,5,5,5,4,NA,NA,degree,NA,1,0.12751998108451623,0
35-44,male,degree,labour,9500_17499,3,1,1,0,2,2,5,4,5,5,4,4,4,NA,NA,degree,NA,1.33333,0.3531676391989697,0
65plus,male,degree,other,up_to_9499,2,1,0,0,1,2,4,1,5,4,5,4,4,NA,NA,degree,NA,0.857142,-0.49018722391434655,0
45-54,male,degree,no_party,25000plus,3,0,0,0,3,1,4,5,4,5,4,3,4,NA,NA,degree,NA,0.788461,-1.2965482561310893,0
25-34,female,degree,lib_dem,25000plus,3,1,1,0,4,2,4,4,4,4,4,2,4,NA,NA,degree,NA,1.15384,0.3531676391989697,0
65plus,female,no_qual,labour,9500_17499,4,1,0,0,4,1,3,5,5,3,5,5,4,NA,NA,no_qual,NA,1.01666,-0.49018722391434655,0
55-64,male,alevel,no_party,25000plus,3,1,0,0,2,2,4,5,5,5,4,2,4,NA,NA,alevel,NA,0.958333,-0.49018722391434655,0
15-24,male,alevel,cons,9500_17499,1,1,0,1,2,1,4,3,3,3,1,1,4,NA,NA,alevel,NA,0.8,0.12751998108451623,0
55-64,female,alevel,labour,17500_24999,3,1,1,1,2,3,4,4,4,4,5,4,4,NA,NA,alevel,NA,0.971428,0.9984553862772432,1
65plus,male,degree,labour,25000plus,3,1,0,0,3,1,1,4,5,5,4,4,4,NA,NA,degree,NA,0.68421,-0.49018722391434655,0
55-64,female,degree,labour,25000plus,2,1,1,0,3,3,4,5,4,5,4,3,4,NA,NA,degree,NA,0.971428,0.3531676391989697,0
45-54,male,alevel,no_party,25000plus,2,1,0,0,3,1,1,4,5,4,4,2,4,NA,NA,alevel,NA,0.788461,-0.49018722391434655,0
45-54,male,degree,no_party,25000plus,2,1,0,0,4,2,1,3,5,5,4,2,4,NA,NA,degree,NA,1.34615,-0.49018722391434655,0
65plus,male,degree,other,25000plus,3,1,0,1,2,2,1,4,4,1,4,3,4,NA,NA,degree,NA,0.768115,0.12751998108451623,0
25-34,female,degree,no_party,17500_24999,3,1,1,1,1,3,4,4,4,4,2,3,4,NA,NA,degree,NA,1.83333,0.9984553862772432,1
45-54,female,degree,cons,9500_17499,3,1,0,0,3,4,5,5,1,5,1,2,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
55-64,male,gcse,other,25000plus,2,1,0,0,2,2,4,4,4,4,4,4,4,NA,NA,gcse,NA,0.958333,-0.49018722391434655,0
15-24,female,alevel,no_party,17500_24999,4,1,0,0,3,3,2,5,3,4,4,5,4,NA,NA,alevel,NA,1.25,-0.49018722391434655,0
65plus,male,alevel,lib_dem,17500_24999,1,0,0,0,1,1,1,5,1,1,1,1,4,NA,NA,alevel,NA,0.768115,-1.2965482561310893,0
35-44,male,degree,labour,9500_17499,4,1,1,1,3,3,4,5,5,5,3,4,4,NA,NA,degree,NA,0.788461,0.9984553862772432,1
45-54,male,alevel,labour,25000plus,3,1,0,1,3,1,4,4,5,4,2,2,4,NA,NA,alevel,NA,1.23076,0.12751998108451623,0
15-24,female,alevel,labour,25000plus,3,1,0,0,1,5,4,5,5,4,3,2,4,NA,NA,alevel,NA,1.25,-0.49018722391434655,0
55-64,female,degree,no_party,up_to_9499,3,1,1,0,4,1,4,5,5,4,5,2,4,NA,NA,degree,NA,1,0.3531676391989697,0
65plus,female,alevel,cons,9500_17499,2,1,0,0,2,1,3,5,5,4,5,3,4,NA,NA,alevel,NA,1.10344,-0.49018722391434655,0
65plus,female,alevel,lib_dem,25000plus,2,1,0,0,3,3,4,5,3,5,5,2,4,NA,NA,alevel,NA,1.17647,-0.49018722391434655,0
55-64,male,degree,labour,25000plus,4,1,1,0,3,3,4,4,5,4,2,3,4,NA,NA,degree,NA,0.768115,0.3531676391989697,0
15-24,female,gcse,no_party,9500_17499,4,1,1,0,3,4,4,2,5,5,4,4,4,NA,NA,gcse,NA,0.935483,0.3531676391989697,0
45-54,male,degree,labour,25000plus,3,1,0,0,2,1,2,4,5,4,5,3,4,NA,NA,degree,NA,0.788461,-0.49018722391434655,0
65plus,male,degree,cons,25000plus,1,1,0,1,1,1,4,4,4,4,3,2,4,NA,NA,degree,NA,1.4,0.12751998108451623,0
35-44,male,degree,labour,25000plus,5,1,1,1,2,4,5,5,4,4,2,5,4,NA,NA,degree,NA,0.884615,0.9984553862772432,1
35-44,female,degree,labour,25000plus,2,1,0,0,4,1,4,5,4,4,4,3,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
15-24,female,no_qual,labour,25000plus,4,1,0,0,5,5,2,5,4,4,4,4,4,NA,NA,no_qual,NA,0.935483,-0.49018722391434655,0
25-34,female,degree,other,up_to_9499,5,1,1,0,2,4,5,5,5,5,4,4,4,NA,NA,degree,NA,0.954545,0.3531676391989697,0
35-44,female,degree,labour,25000plus,3,1,0,0,5,1,4,5,5,2,4,2,4,NA,NA,degree,NA,0.954545,-0.49018722391434655,0
65plus,male,degree,no_party,9500_17499,3,1,0,0,3,2,1,5,5,5,4,2,4,NA,NA,degree,NA,0.768115,-0.49018722391434655,0
65plus,male,alevel,labour,25000plus,3,1,0,0,3,3,1,4,2,4,2,1,4,NA,NA,alevel,NA,0.857142,-0.49018722391434655,0
35-44,female,degree,lib_dem,9500_17499,3,1,1,1,3,2,4,5,4,3,5,3,4,NA,NA,degree,NA,0.954545,0.9984553862772432,1
65plus,male,degree,labour,25000plus,5,1,1,1,2,2,5,4,4,2,2,4,4,NA,NA,degree,NA,0.768115,0.9984553862772432,1
45-54,female,alevel,lib_dem,17500_24999,2,1,0,1,3,2,1,5,5,5,5,3,4,NA,NA,alevel,NA,1.25,0.12751998108451623,0
65plus,female,degree,lib_dem,9500_17499,4,1,1,1,3,3,5,5,4,4,4,4,4,NA,NA,degree,NA,1.01666,0.9984553862772432,1
45-54,female,degree,no_party,17500_24999,2,1,0,0,1,1,1,4,5,4,3,1,4,NA,NA,degree,NA,0.863636,-0.49018722391434655,0
35-44,male,degree,cons,25000plus,3,1,1,1,2,2,4,4,4,4,3,2,4,NA,NA,degree,NA,1.34615,0.9984553862772432,1
25-34,female,alevel,other,25000plus,3,1,0,0,1,2,4,4,4,4,4,2,4,NA,NA,alevel,NA,0.90909,-0.49018722391434655,0
15-24,female,gcse,other,9500_17499,4,1,0,0,4,3,5,4,4,4,3,4,4,NA,NA,gcse,NA,1.25,-0.49018722391434655,0
35-44,female,degree,cons,25000plus,2,1,0,0,2,1,4,2,4,4,4,2,4,NA,NA,degree,NA,0.954545,-0.49018722391434655,0
45-54,male,alevel,labour,25000plus,1,1,1,1,2,1,1,5,5,5,1,1,4,NA,NA,alevel,NA,1.34615,0.9984553862772432,1
45-54,female,degree,labour,25000plus,4,1,0,1,4,2,5,4,5,4,5,1,4,NA,NA,degree,NA,1,0.12751998108451623,0
65plus,male,degree,labour,25000plus,4,1,0,0,2,3,5,2,5,5,3,4,4,NA,NA,degree,NA,1,-0.49018722391434655,0
55-64,male,degree,no_party,25000plus,3,1,0,0,2,1,1,2,4,4,4,3,4,NA,NA,degree,NA,1.23076,-0.49018722391434655,0
35-44,male,degree,labour,17500_24999,5,1,1,1,2,1,5,4,2,4,3,1,4,NA,NA,degree,NA,1.34615,0.9984553862772432,1
55-64,male,degree,labour,25000plus,3,1,0,1,4,1,5,5,5,5,5,3,4,NA,NA,degree,NA,1.33333,0.12751998108451623,0
55-64,female,no_qual,labour,9500_17499,3,1,0,0,3,3,1,5,5,4,5,4,4,NA,NA,no_qual,NA,0.971428,-0.49018722391434655,0
35-44,male,degree,labour,up_to_9499,4,1,1,1,4,2,3,5,4,4,5,4,4,NA,NA,degree,NA,0.846153,0.9984553862772432,1
45-54,female,degree,lib_dem,25000plus,3,1,0,1,2,2,4,5,5,4,4,3,4,NA,NA,degree,NA,1.46666,0.12751998108451623,0
65plus,male,alevel,other,17500_24999,1,1,0,0,3,1,1,5,4,1,4,3,4,NA,NA,alevel,NA,0.768115,-0.49018722391434655,0
15-24,female,degree,labour,25000plus,3,1,0,0,2,1,3,4,3,4,5,2,4,NA,NA,degree,NA,1.4,-0.49018722391434655,0
65plus,female,degree,labour,17500_24999,4,1,1,0,3,2,4,4,5,4,7,3,4,NA,NA,degree,NA,0.933333,0.3531676391989697,0
65plus,male,no_qual,no_party,9500_17499,3,0,0,0,2,1,4,4,5,5,2,3,4,NA,NA,no_qual,NA,1.4,-1.2965482561310893,0
45-54,male,alevel,no_party,25000plus,3,1,0,1,4,1,4,4,5,5,1,3,4,NA,NA,alevel,NA,1.34615,0.12751998108451623,0
65plus,female,degree,cons,25000plus,1,0,0,0,5,1,5,5,4,5,2,4,4,NA,NA,degree,NA,1.01666,-1.2965482561310893,0
45-54,male,degree,labour,25000plus,1,0,0,1,4,1,1,1,5,4,5,1,4,NA,NA,degree,NA,0.788461,-0.6471937120438093,0
65plus,female,gcse,cons,25000plus,3,1,1,0,3,3,2,2,4,2,4,3,4,NA,NA,gcse,NA,1.10344,0.3531676391989697,0
65plus,female,gcse,lib_dem,up_to_9499,3,1,0,0,3,2,4,5,5,5,4,3,4,NA,NA,gcse,NA,1.10344,-0.49018722391434655,0
35-44,male,degree,no_party,25000plus,1,1,0,0,3,1,3,5,3,3,3,1,4,NA,NA,degree,NA,0.958333,-0.49018722391434655,0
15-24,female,degree,labour,25000plus,4,1,0,1,3,4,5,4,4,5,3,5,4,NA,NA,degree,NA,0.935483,0.12751998108451623,0
35-44,male,degree,other,25000plus,2,1,0,0,1,1,1,3,4,3,2,1,4,NA,NA,degree,NA,0.846153,-0.49018722391434655,0
55-64,male,alevel,labour,up_to_9499,2,0,0,1,3,1,1,4,3,4,5,2,4,NA,NA,alevel,NA,0.788461,-0.6471937120438093,0
15-24,male,degree,labour,25000plus,3,1,0,0,2,2,1,2,3,4,4,4,4,NA,NA,degree,NA,0.9,-0.49018722391434655,0
45-54,male,no_qual,no_party,9500_17499,1,1,0,0,1,1,1,1,5,4,4,1,4,NA,NA,no_qual,NA,0.958333,-0.49018722391434655,0
55-64,female,alevel,labour,25000plus,3,1,0,0,2,1,2,3,5,2,4,3,4,NA,NA,alevel,NA,1.25,-0.49018722391434655,0
25-34,male,alevel,no_party,17500_24999,3,1,0,0,2,1,2,5,5,4,5,2,4,NA,NA,alevel,NA,0.8,-0.49018722391434655,0
45-54,male,degree,other,25000plus,4,1,0,1,2,3,4,4,4,4,1,4,4,NA,NA,degree,NA,0.788461,0.12751998108451623,0
45-54,female,degree,labour,25000plus,3,1,0,0,4,3,2,5,5,4,5,2,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
55-64,male,degree,lib_dem,25000plus,3,1,1,1,2,1,4,4,4,4,3,1,4,NA,NA,degree,NA,0.768115,0.9984553862772432,1
55-64,female,degree,cons,25000plus,3,1,0,0,1,4,5,5,5,5,2,3,4,NA,NA,degree,NA,1.46666,-0.49018722391434655,0
45-54,male,degree,no_party,up_to_9499,2,0,0,0,2,2,1,4,4,4,4,3,4,NA,NA,degree,NA,0.958333,-1.2965482561310893,0
55-64,male,degree,labour,9500_17499,4,1,1,1,2,2,4,5,3,4,4,4,4,NA,NA,degree,NA,0.857142,0.9984553862772432,1
65plus,female,degree,labour,25000plus,3,1,1,0,4,2,2,5,5,5,1,5,4,NA,NA,degree,NA,1.10344,0.3531676391989697,0
45-54,male,alevel,labour,25000plus,1,1,0,0,1,2,1,5,5,5,4,3,4,NA,NA,alevel,NA,0.958333,-0.49018722391434655,0
65plus,female,gcse,labour,25000plus,4,1,1,0,2,3,1,4,4,4,5,3,4,NA,NA,gcse,NA,1.17647,0.3531676391989697,0
65plus,male,degree,cons,25000plus,4,1,0,1,3,3,5,5,5,5,4,4,4,NA,NA,degree,NA,0.68421,0.12751998108451623,0
65plus,female,degree,other,25000plus,2,1,0,1,3,3,2,5,5,4,3,3,4,NA,NA,degree,NA,1.10344,0.12751998108451623,0
55-64,female,gcse,labour,25000plus,1,1,0,0,2,2,1,5,3,2,4,4,4,NA,NA,gcse,NA,1.01666,-0.49018722391434655,0
35-44,female,alevel,no_party,25000plus,4,1,0,1,2,4,5,5,5,5,1,5,4,NA,NA,alevel,NA,0.90909,0.12751998108451623,0
65plus,male,no_qual,no_party,9500_17499,4,1,1,1,1,4,3,5,5,5,5,4,4,NA,NA,no_qual,NA,0.68421,0.9984553862772432,1
55-64,male,alevel,cons,25000plus,2,1,0,0,1,1,1,5,5,5,1,2,4,NA,NA,alevel,NA,1.34615,-0.49018722391434655,0
45-54,male,degree,cons,25000plus,3,1,0,1,3,1,5,5,4,4,1,1,4,NA,NA,degree,NA,0.788461,0.12751998108451623,0
65plus,female,alevel,labour,25000plus,3,1,0,0,3,3,4,5,4,4,5,3,4,NA,NA,alevel,NA,0.933333,-0.49018722391434655,0
45-54,male,degree,other,25000plus,1,1,0,0,2,2,1,5,4,4,4,1,4,NA,NA,degree,NA,1.33333,-0.49018722391434655,0
35-44,female,degree,no_party,9500_17499,4,1,1,0,2,3,3,5,5,5,5,3,4,NA,NA,degree,NA,0.863636,0.3531676391989697,0
45-54,female,degree,lib_dem,9500_17499,1,1,0,0,3,1,4,4,5,5,4,3,4,NA,NA,degree,NA,1.46666,-0.49018722391434655,0
55-64,female,alevel,labour,25000plus,3,1,0,1,3,2,1,1,5,4,5,4,4,NA,NA,alevel,NA,1.17647,0.12751998108451623,0
45-54,female,degree,no_party,9500_17499,3,1,1,0,2,2,4,5,5,4,2,2,4,NA,NA,degree,NA,0.863636,0.3531676391989697,0
65plus,female,no_qual,other,9500_17499,4,1,0,0,3,5,4,5,5,5,4,3,4,NA,NA,no_qual,NA,1.01666,-0.49018722391434655,0
55-64,female,degree,cons,25000plus,1,1,0,0,1,1,1,4,5,4,1,1,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
55-64,female,alevel,no_party,25000plus,3,1,0,0,4,3,1,5,5,4,3,2,4,NA,NA,alevel,NA,1.10344,-0.49018722391434655,0
55-64,female,alevel,other,9500_17499,5,1,0,0,4,3,4,5,5,5,3,3,4,NA,NA,alevel,NA,1,-0.49018722391434655,0
65plus,male,degree,no_party,17500_24999,4,1,1,0,3,5,5,5,5,5,4,5,4,NA,NA,degree,NA,0.857142,0.3531676391989697,0
35-44,male,alevel,no_party,up_to_9499,4,1,1,0,5,1,5,5,5,3,4,1,4,NA,NA,alevel,NA,0.85,0.3531676391989697,0
35-44,male,alevel,no_party,9500_17499,1,1,0,0,1,1,1,3,3,1,3,1,4,NA,NA,alevel,NA,1.34615,-0.49018722391434655,0
25-34,male,alevel,no_party,up_to_9499,3,1,0,0,1,2,4,5,5,4,3,4,4,NA,NA,alevel,NA,0.8,-0.49018722391434655,0
65plus,male,alevel,cons,25000plus,3,1,0,0,3,1,5,4,5,2,5,2,4,NA,NA,alevel,NA,0.768115,-0.49018722391434655,0
45-54,female,degree,labour,25000plus,3,1,0,0,3,2,3,4,5,5,5,5,4,NA,NA,degree,NA,1.25,-0.49018722391434655,0
65plus,female,degree,labour,25000plus,3,1,1,1,4,3,1,4,5,5,3,3,4,NA,NA,degree,NA,1.01666,0.9984553862772432,1
45-54,female,degree,cons,25000plus,4,1,1,1,2,4,5,4,4,5,3,5,4,NA,NA,degree,NA,0.863636,0.9984553862772432,1
55-64,male,degree,no_party,9500_17499,2,1,0,0,2,1,3,4,4,3,5,4,4,NA,NA,degree,NA,0.857142,-0.49018722391434655,0
35-44,male,alevel,labour,17500_24999,2,1,0,0,3,1,1,4,4,3,5,2,4,NA,NA,alevel,NA,1.34615,-0.49018722391434655,0
65plus,female,gcse,labour,9500_17499,3,0,0,0,1,1,3,4,4,2,4,4,4,NA,NA,gcse,NA,1.4,-1.2965482561310893,0
15-24,male,alevel,labour,25000plus,2,1,0,1,2,1,5,5,5,4,1,2,4,NA,NA,alevel,NA,0.8,0.12751998108451623,0
65plus,male,alevel,cons,25000plus,3,0,1,0,2,1,3,1,5,4,4,1,4,NA,NA,alevel,NA,0.768115,-0.4187727315479352,0
45-54,female,degree,labour,25000plus,3,1,0,0,1,1,1,5,5,4,3,3,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
45-54,male,degree,other,25000plus,1,1,0,1,3,1,4,1,5,4,3,1,4,NA,NA,degree,NA,1.34615,0.12751998108451623,0
45-54,female,degree,no_party,up_to_9499,3,1,0,0,1,4,4,4,4,4,5,3,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
55-64,male,alevel,no_party,25000plus,3,1,0,1,3,1,1,5,5,4,2,4,4,NA,NA,alevel,NA,1.4,0.12751998108451623,0
25-34,male,degree,cons,9500_17499,3,1,1,1,2,2,5,5,5,5,4,3,4,NA,NA,degree,NA,0.85,0.9984553862772432,1
45-54,male,degree,no_party,25000plus,4,1,1,1,3,3,5,5,4,5,1,4,4,NA,NA,degree,NA,0.788461,0.9984553862772432,1
35-44,female,degree,labour,25000plus,3,1,0,0,3,2,4,5,2,4,2,2,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
45-54,female,alevel,cons,25000plus,3,1,1,0,3,2,4,5,5,5,4,3,4,NA,NA,alevel,NA,0.971428,0.3531676391989697,0
55-64,female,degree,no_party,9500_17499,3,1,0,0,4,3,2,5,5,4,4,2,4,NA,NA,degree,NA,0.933333,-0.49018722391434655,0
45-54,female,degree,cons,17500_24999,3,1,0,0,3,1,1,5,5,4,4,3,4,NA,NA,degree,NA,1,-0.49018722391434655,0
45-54,female,degree,cons,25000plus,1,1,0,0,2,1,1,4,5,3,4,2,4,NA,NA,degree,NA,0.971428,-0.49018722391434655,0
35-44,female,degree,no_party,25000plus,3,0,0,0,2,1,5,4,5,4,4,2,4,NA,NA,degree,NA,1.46666,-1.2965482561310893,0
45-54,male,degree,labour,25000plus,1,1,0,1,1,1,3,2,1,5,1,4,4,NA,NA,degree,NA,1.33333,0.12751998108451623,0
35-44,female,degree,labour,17500_24999,4,1,0,1,2,4,5,5,5,5,4,5,4,NA,NA,degree,NA,1,0.12751998108451623,0
35-44,male,degree,no_party,25000plus,3,1,0,1,3,2,2,4,5,4,4,3,4,NA,NA,degree,NA,0.85,0.12751998108451623,0
35-44,male,degree,cons,25000plus,3,1,1,1,3,1,5,5,5,3,4,5,4,NA,NA,degree,NA,0.884615,0.9984553862772432,1
15-24,male,no_qual,labour,up_to_9499,4,1,1,0,1,4,4,5,2,4,4,3,4,NA,NA,no_qual,NA,0.8,0.3531676391989697,0
25-34,female,alevel,lib_dem,25000plus,3,1,0,1,7,1,1,5,5,1,4,1,4,NA,NA,alevel,NA,1.15384,0.12751998108451623,0
55-64,male,alevel,cons,25000plus,3,1,0,1,3,2,4,5,5,5,4,3,4,NA,NA,alevel,NA,0.768115,0.12751998108451623,0
15-24,male,alevel,other,25000plus,2,1,0,0,5,1,1,1,4,5,3,3,4,NA,NA,alevel,NA,0.888888,-0.49018722391434655,0
35-44,male,degree,no_party,17500_24999,3,1,1,1,3,3,4,5,1,5,2,3,4,NA,NA,degree,NA,0.788461,0.9984553862772432,1
25-34,male,degree,labour,25000plus,3,1,1,0,2,1,5,5,3,4,4,3,4,NA,NA,degree,NA,0.8,0.3531676391989697,0
25-34,male,alevel,labour,25000plus,2,1,0,0,3,3,4,4,5,4,5,2,4,NA,NA,alevel,NA,1.07317,-0.49018722391434655,0
35-44,male,alevel,labour,up_to_9499,1,0,1,0,2,1,1,2,1,1,4,2,4,NA,NA,alevel,NA,1.34615,-0.4187727315479352,0
25-34,male,alevel,no_party,25000plus,2,1,0,0,5,1,1,5,5,4,5,3,4,NA,NA,alevel,NA,0.85,-0.49018722391434655,0
65plus,female,degree,cons,25000plus,4,1,0,0,3,2,2,4,4,2,4,3,4,NA,NA,degree,NA,1.01666,-0.49018722391434655,0
65plus,female,degree,other,25000plus,1,1,1,0,1,2,3,3,3,5,5,1,4,NA,NA,degree,NA,1.10344,0.3531676391989697,0
